tweet,cleaned_text,is_request,confidence,resource,timestamp
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.577105
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.577105
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.577106
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.577106
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.577107
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.577108
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.577108
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.577109
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.577110
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.577110
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.577110
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.577111
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.577111
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.577112
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.577112
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.577113
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.577114
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.577114
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.577115
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.577115
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.577116
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.577116
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.597894
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.597899
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.597899
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.597902
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.597902
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.597903
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.597904
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.597904
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.597905
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.597905
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.597906
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.597906
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.597907
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.597908
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.597908
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.597909
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.597909
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.597910
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.597910
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.597911
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.597911
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.597911
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.597912
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.597913
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.597913
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.597914
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.597914
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.597915
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.597915
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.597916
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.597916
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.597917
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.618772
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.618775
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.618776
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.618777
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.618777
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.618778
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.618779
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.618779
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.618780
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.618780
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.618781
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.618781
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.618782
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.618783
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.618783
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.618784
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.618784
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.618785
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.618785
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.618786
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.618786
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.618787
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.618787
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.618788
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.618788
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.618789
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.618789
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.618790
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.618790
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.618791
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.618791
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.618792
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.639050
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.639054
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.639056
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.639056
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.639057
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.639057
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.639058
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.639058
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.639059
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.639060
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.639060
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.639061
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.639062
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.639062
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.639063
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.639063
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.639063
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.639064
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.639064
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.639065
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.639066
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.639066
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.639067
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.639067
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.639068
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.639068
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.639069
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.639069
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.639070
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.639070
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.639071
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.639071
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.661936
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.661940
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.661941
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.661942
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.661942
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.661943
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.661944
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.661946
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.661947
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.661948
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.661949
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.661950
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.661950
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.661951
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.661951
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.661952
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.661952
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.661953
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.661954
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.661954
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.661955
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.661955
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.661955
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.661956
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.661956
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.661957
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.661957
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.661958
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.661958
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.661959
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.661960
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.661960
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.683726
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.683729
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.683730
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.683731
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.683733
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.683733
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.683734
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.683735
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.683735
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.683736
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.683736
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.683737
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.683737
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.683738
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.683738
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.683739
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.683740
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.683740
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.683741
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.683741
Clothes and blankets needed for children,clothes blankets needed children,False,0.0488165877759456,not_applicable,2025-06-27 10:47:17.683742
The weather is nice today,weather nice today,False,0.0594551041722297,not_applicable,2025-06-27 10:47:17.683742
Going to the grocery store,going grocery store,False,0.0224993471056222,not_applicable,2025-06-27 10:47:17.683743
Having dinner with friends,having dinner friends,False,0.0279536172747612,not_applicable,2025-06-27 10:47:17.683743
Need immediate medical assistance,need immediate medical assistance,True,0.8644131422042847,medical aid,2025-06-27 10:47:17.683744
Water supply cut off in our area,water supply cut off our area,True,0.9200206995010376,water,2025-06-27 10:47:17.683744
Food shortage in the neighborhood,food shortage neighborhood,False,0.0588428191840648,not_applicable,2025-06-27 10:47:17.683745
Emergency shelter needed for displaced families,emergency shelter needed displaced families,True,0.6209651231765747,shelter,2025-06-27 10:47:17.683745
Rescue operations ongoing in the affected area,rescue operations ongoing affected area,False,0.0732471123337745,not_applicable,2025-06-27 10:47:17.683746
Medical supplies running low,medical supplies running low,False,0.2275469154119491,not_applicable,2025-06-27 10:47:17.683746
Clothing donations needed for victims,clothing donations needed victims,False,0.0131474714726209,not_applicable,2025-06-27 10:47:17.683747
Just finished my homework,just finished my homework,False,0.1601166129112243,not_applicable,2025-06-27 10:47:17.683748
Watching a movie tonight,watching movie tonight,False,0.057365920394659,not_applicable,2025-06-27 10:47:17.705375
Going for a walk in the park,going walk park,False,0.4821697771549225,not_applicable,2025-06-27 10:47:17.705379
Cooking dinner for the family,cooking dinner family,False,0.1503267586231231,not_applicable,2025-06-27 10:47:17.705380
Reading a good book,reading good book,True,0.8292738199234009,unspecified resource,2025-06-27 10:47:17.705382
Need food and water urgently in Chennai!,need food water urgently chennai,True,0.7747061848640442,food,2025-06-27 10:47:17.705383
Shelter required for family of 4 in Mumbai,shelter required family mumbai,False,0.0378183498978614,not_applicable,2025-06-27 10:47:17.705384
Medical help needed for elderly person,medical help needed elderly person,True,0.8690639734268188,medical aid,2025-06-27 10:47:17.705385
Rescue team needed in flooded area,rescue team needed flooded area,False,0.0493804737925529,not_applicable,2025-06-27 10:47:17.705385
