text,label
@Joan_Rivers @charlesbushfoto Amazing photo of an amazing photo shoot!,0
"Oh google, what would I ever do without you?",0
Chermside Hills run- currently the BEST  x-Country course ever! So much ducking &amp; jumping over fallen trees!! #Humid #run,0
I'm only looking forward to seeing @lifeguardmaxi,0
@macklemore just the best song. Sounds great but the best thing is its moving and relevant and inspirational.,0
"Sydney here I come, yeaaahhhh boi.....  @ The Lounge (Virgin Australia) http://t.co/yzHeSDrg",0
Seen the hottest girl of my life last night.......and she was ginger! #NewType #ProudGinger,0
my belly looks like butter on toast lol http://t.co/VDYJW1ZN,0
My 8 year old discovered #yoga. He loves it! I think this is #amazing. #stayingfit n #flexible,0
Brisbane roar vs harimau muda A. Go malaysiaaa!!! (@ Queensland Sport and Athletics Centre) http://t.co/lfYViMsX,0
High school all over again... Wish life could be like it is in the movies... #unrealisticexpectations #stupidfairytales,0
"Just,play cricket you bunch of sooks.",0
@Waybropictures MIKEY PICTURE KISSING GIRL NOT ALICIA ME SOBBING ON THE FLOOR IF NOT OLD,0
@Real_Liam_Payne lean on me when you're not strong and ill be your friend ill help you carry on,0
Home time woot woot time to deal with traffic really hope there is no traffic  just wanna go home,0
@ALIANational I will let you know. I am hoping not many affected this time (cross fingers). Eagle st looks bad.,0
@Conway_DJ mate it's because we are amazing that's why #obsessedanimals,0
@James_Yammouni #JamesLovesJanoskianators  do it or I will I'm not kidding,0
@judi_jabour you guys keeping dry? power still on?,1
@grimmers im listening online FROM AUSTRALIA i love u grimmy! :D,0
Bah. Plane delayed for an hour,0
30/365 Turn it UP! #cooking #oven #hot #nothotenough #meringue #fail @ Mount Coolum http://t.co/VSNV8HVw,0
@MyNameIsBatdog THAT'S WHAT I'M HOPING BUT WHAT IF IT ISN'T? LIKE NO THEY FUCKING BETTER BE OLD.,0
"I'm at Lorikeet Park (Mt Ommaney, Queensland) [pic]: http://t.co/BJ5n0B2j",0
God I'm a good bloke sitting next to the wifey while she gets a pedicure. in the running 4 h @ Professionail http://t.co/ZuaPHirJ,0
@AyoCarmelo_ don't hate the playa ... Hate the game,0
Please help me out and Share this Complete Video out Very Soon If you want an .mp3 grab me on Facebook http://t.co/DteqOR9o,0
@MMF006 @jgrb Anarchy not politics. Pistols had better tunes too.,0
2am night watching the first season of 'Girls' &gt;&gt;&gt;&gt; favourite new show!,0
"I want to reach my full potential as a person, partner, songwriter, musician. The lost goes on....and on...  And on...........I hope I do.",0
I'm just really glad most if the fan base has moved on from the OMFG MIKEY I HATE U SEW MUCH stage and onto the crappy jokes stage,0
@NickoTaylor_ I miss the old ones. The ones now just don't have the buzz of the old ones,0
"@Nicholosophy oh true, my outlaws developed a group of townhouses on ostend st that backs onto that too. My kids go to that school :)",0
"I will never understand some of the people I go to school with. Thank god I'm out this year, &amp; that my friends aren't like the rest of them",0
@_DaniKalifornia I never cease to be amazed at the people who can't handle these rides &amp; yet they're always the first in line to get on!,0
@willegitimate Anyone in our office at all?,0
"@emmaparade sounds good! I can't get over the fact that I see you soon! Also, I've gotta book my flight home tomorrow so what time &gt;",0
@djplaner thanks David! Please tell me that's inside out????? :o,0
Fridays are such long days!,0
my mood be better now :-),0
going to watch midnight and Paris purely for Marion cotillard and Rachel mcadams,0
-Salut belle blonde... -Heuuuu je suis pas blonde ! -Bah t'es pas belle non plus !,0
"I'm at Suncorp Stadium for Brisbane Roar vs Central Coast Mariners (Milton, QLD) w/ 24 others http://t.co/OTx47JCt",0
"my uncle is crack up, still learning how to use fb lols",0
"@invig I usually really like Adonit stuff so I have high hopes. And it is as easy to attach/detach folio as smart cover, so I hope it works.",0
@TRiRawrR fuck! I was just being generous :( but still can you buy me them?? Pretty please hansamu!,0
YES RAIN AT LAST! STAYING HOME NOW THSNK YOU :),0
Flooding at She bangs Coffee eep http://t.co/EJNr1MT4,1
"@bones_mc_coy yeah, turning off the safety switch (and noise) also turns off fridge. Not bright.  Hope the plumber's perve-worthy ;)",0
Proposals to present at @artsqueensland Articulate Conference in Aug due Mon 4 Feb. #articulate2013  #rockhampton http://t.co/VcdpDuub,0
This guy is a grub http://t.co/OLSi0oXO #ashby,0
Snappin a string is the damn worst!!!,0
@mimstacey @janecaro game over. In most states quality govt secondary perform better at the very top than expensive religious institutions.,0
Haha sorry @travisdwatson I don't get on here as much as I should! Hey I still can find the moon calendar that you showed me!,0
@Fuzzypaw Some people really get off on it but not me. Not at all.,0
living and learning/Vivendo e aprendendo #instagood #instafood #austrlia  @ Gemini Court Holiday Apartments http://t.co/wsNa6djD,0
@_Nathan_Dunn_ know what ya mean lad!! I am a champion after all!! #legend,0
Just ordered @eric_lanlard #homebake - what's the first thing I should try?!,0
@PurdysChocolate I've tried them &amp; can thoroughly recommend them. Do you still do Orange Melties as well?,0
@haych_enn its a sign..for you to stop talking to them so youll stop missing them haha,0
Pub lunch on first day back...hmm sure! :D (@ Woolloongabba Hotel) http://t.co/IqdLvGwt,0
Wanted a unwanted garden shed for free http://t.co/Gj8zS01i,0
"I hope Dennis, Gen and yourself are keeping Safe@VictoriaNewton",0
@wwos9 I've eaten too many dried apricots and just had to go to the toilet. What happened in there reminded me of your cricket coverage.,0
I haven't had lunch. Am literally about to turn into the hulk. SMASH.,0
Gonna be an awkward trip to The airport,0
Rip a new hole in Conroy about the mega Telco disaster in NQ for us @vanOnselenP,0
"@sophbenj I doubt youre all that interested in what I think, but Id be surprised if youre not worrying about nothing.",0
even if they do FUCK THEM,0
"My heart is nuclear, love is all the I fearrrr",0
"@Daniaaaaaaaaaal we can take gap years but i tak nak. after graduate, nak settle down in malaysia, get married haha",0
@teacuptempest that phrase much classier than Roos loose in the top paddock Nice.,0
I don't care that's its not thirsty Sunday or Tuesday I'm THRISTY THIRSTY THIRSTY TILL WE SEE THE SUN HAHAHA http://t.co/sw4EcumA,0
River has that 'big and effing scary' look about it again at UQ http://t.co/ImpJWqa8,0
@ThroneofCastle lost motivation and kept forgetting. By the time the weekend rolls around I'm stuffed. Lol the children are fine :-),0
@MarcMonster ahhh I want to see your tattoo so bad !!! So happy for you!,0
god i love the boys. i just hope they know it.:/ well... they're my life and i wouldn't be here without them. :( I love you  @janoskians,0
Sunday morning workout (@ Fitness First) http://t.co/OQKkP6hA,0
Cannot believe how self absorbed you've become. Keep this up... You'll see...,0
@OliveBeerthanks @coalition_man It keeps getting better!,0
@sophieecollins  I don't wanna die,0
Buzzy got a cut and looks like a hot bitch,0
3% phone charge and still no electricity time to stare at the wall until it comes back on,0
@bunnykaikai What kind of effects do they use? Anything similar to OTT?,0
"@jimmyti Maxing gives me a full 3-years before I feel like upgrading. And yeah, I use Windows + Linux VMs for various reasons.",0
NOBLE HOUSE DESIGNER TALLBOY WITH LEATHER PANELS + 2 BEDSIDES $499.00 Bonogin http://t.co/jSa2GCe2,0
"Mac and cheese, chicken, choccie milk, movies and Ellen :)",0
@twistieman CTA's DSL is down. Our NBN at home is on though. No help for work though,0
"Floods,fires,cyclones,tornados,droughts,heatstroke,king tides. Australia doesn't get much",1
Logan river peaking.. Stay safe my fellow qld'ers!  @ Old Pacific Highway Bridge http://t.co/KRDjSjm8,1
I wish someone explained the dress code to me before I dressed up,0
@Al_Otaibi_88 it's heavy raining   and strong winds we just stay at house terrible,1
@ChristianAntho your keek notifications are keeping me from my sleep -.- I can't turn them offfffff!,0
Round 2! #MS #bloodpressure @ St Andrew's Hospital http://t.co/XYju0TVg,0
@dciphoenix know that feeling my eyes are almost breaking the toothpicks! Lol I'm exhausted!,0
Always find these so funny hahahaha http://t.co/mixSzI3a,0
Too many pubescent girls wearing heels at a grass infested festival. I'll never understand why.,0
Flood flood flood... I decide to take a long weekend and head to Brisbane and end up trapped!!,1
HITACHI 14.4V 4 TOOL CORDLESS KIT - DRILL GRINDER SDS ROTARY $499.00 Stapylton http://t.co/zAWHujRE,0
"Computers make very fast, very precise mistakes.",0
"LOL at PHP defenders. Im a PHP hater, PHO lover.",0
#stages of a #commission  from #existing #jewelery #jewellery #two #rings #become #one with @ Dan Cox Studio http://t.co/gCQ5KB43,0
@joshdefly @joshdefly @l0ndonfoolishly happens all the time,0
Starbucks is lovely. Kissing couples around me are not.,0
WANTED: factory with residential attached $450.00 Tugun http://t.co/lfh5IrfN,0
I just ousted Taylor H. as the mayor of Milk Espresso on @foursquare! http://t.co/SJbDfaXV,0
"After 24hrs, power is back in #indooroopilly! Thank you #enegex :)",0
@saraah_5sos yeah! Like who is the new builder person? And I shipped rach and jake so much :'(,0
"@ThatParawh0re its not that bad, we had it worse in 2011. Im just hoping the school gets flooded out and we don't have to go tomorrow either",1
This is the best anti-minimalism parody Ive seen so far: http://t.co/EoymJhkC,0
@jonjoroberts hahahaha genuine giggles here! Bloody british weather,0
"Sorry, not *on* my bus. In.",0
"@GrandSlamGal Oh come on, he's special ;)",0
OMFG THIS USED TO BE ON THE RADIO ALL THE TIME,0
@BrooksBeau @finnharries @jacksgap it's a word beau. you finished school ? you didn't drop out.? you should know that?,0
Flying down the Bruce highway and a L plater pulled out don't know who pooped more me or him #holyshit,0
MODERN SILVER PLASTIC KITCHEN BAR STOOLS BRAND NEW UNMARKED $60.00 Southport http://t.co/66rE6pZj,0
@Harry_Styles well how bout u start hanging around people ur own age!,0
"BARGAIN LOW KM84000 AUTOMATIC 4 CYLINDER CAMRYAPOLLO PS AC 5/13 $3,499.00 Bundall http://t.co/o2FDJsdA",0
@HayleeyBriggs haha look what somebody tweeted 10seconds before my reply lmao!! Epic http://t.co/PojV7Pke,0
"@Lovatic_Jemi yeah, it took me a while to figure it out. I watch TVD on gorillavid",0
"I'm at The Manor Chinese Restaurant (Eight Mile Plains, QLD) http://t.co/OhL65LfC",0
steak and mushroom pie for breakfast @ Queen Street Mall http://t.co/YdT8dxa3,0
Steamed BBQ pork bun w kimchi &amp; nashi salad @ The Moray Cafe http://t.co/LTTFrqt4,0
"@EmilyRaadke @yougomarniecoco @cassietee_ I'm sorry  out tracks are under, we have no power and the bridge is under :/",1
@real_Liam_Payne please if you can please follow me I just want to be noticed so bad I spoke to example and be us pretty awesome your better,0
@FightBetting He should have to fight JDS first if he wins that then he gets the  title shot. Just my opinion..,0
@sharpgirlie me neither. They love lifting for bigger teams,0
@Mattchewww just are. Didnt even realize you were following me :/,0
@nikegolfchick working for Ali Whitaker this week...just hope she's a good paddler,0
This weather is #craptastic good thing we have about 1tb of shows to catch up on @ Ben &amp; Charlie's Party Pad http://t.co/YV8CJ2W6,0
"@thehelenha Not Grill'd anymore, just at the post office.. I feel lol scum now. Worthless and shit",0
@Telstra I just want to be 100% sure you have something specific for cable internet logged specific to my account/street (dunoon ct) or area,0
@Wendycarlisle Are you comfy with ABC News politics reporting? Do you see criticism as driven primarily by party political agendas?,0
@DYoshii I'll just watch South Park :(,0
@EmilyRaadke yeah but gravity will get to them and I don't like them so ugh,0
So yeah this weather aye...have no power and may be days before its back on again.,0
@SpencerHowson no probs. Seems shame to have in garage doing nothing.  Until my power goes out. He he. Hear u in the morning.,0
@KingJames Watching More than a Game again #inspiration #legend,0
"@WilliamShatner I probaly shouldn't say this but it needs 2 be said, what we take 4 granted is our ultimate weakness, principles unite us.",0
I just ousted Mike G. as the mayor of Gate 86 on @foursquare! http://t.co/RIJdMsy1,0
@Littlemixoffic so proud of you girls!! dna tour vids are making me teary! Love you lots xx http://t.co/hBVPFn2D,0
"forget trying to use flood maps, these suburb, street lists are quicker and more informative http://t.co/Ft7HVUQX #bigwet #qldflood",1
Is smith exiting as well? #auspol,0
Is it to early to start drinking? Its 06 20 here but its 20 20 in England #confused #iwantbeer #alcoholic,0
There seems to be a kitten chewing on my fingers.,0
@0meraki happy birthday!! I how you have a awesome day :-),0
"@PurdysChocolate they look lovely, bet they taste great too!",0
"I'm at Pineapple Hotel (Kangaroo Point, QLD) http://t.co/ZejskyQo",0
Dinner is m&amp;m cookies. http://t.co/urOWzhO0,0
"Wow, the temperature is only a mild 71.6 degrees fahrenheit here #Roma, but the wind gusts are over 70 km/h http://t.co/97kGV4b8",0
Free entry for storm affected green waste into Brisbane dumps #BneFlood,1
Australian Hachiko @ university of queensland http://t.co/h0cqYZ2Y,0
Set of drawers on wheels $10 $10.00 Bundall http://t.co/6IXv0fAA,0
Yr 12s and new students @ cheering practice! #GPS2013 http://t.co/8Ds8JACw,0
@Claudi_Argueta @cko_o @chokaro_argueta r u kidding me? .....one was enough...!!!,0
Portable Bose speaker playing music off my iPhone while I play on the ipad #firstworldblackout #bigwet,0
"@JBiebsTC rate: 9  you're so pretty, love your icon &amp; header",0
"@WilliamShatner As if that little word hasen't been picked up on and evaluated, Hi guys, I'm a friend not a foe, if not, why not, I would.",0
Freakum dress...more like freakum shoes! @TheseDaiz going out tomorrow and shopping... sexy or what? http://t.co/1HB3uTNC,0
We have battened down our flat in new farm and currently curled up with the cat and doctor who. Thinking of you all in the #bigwet #staysafe,1
MAYBE IT'S HIS LONG LOST COUSIN WHO HE JUST LOVES A LOT,0
Bun with minced pork &amp; taro spring rolls. @ Mrs Luu's http://t.co/8STI8rY3,0
"I want a style change, over wearing band shirts and jeans. Any suggestions ?",0
@NathanaelB not as far as I can tell.,0
@PhilKingham The iCade just paid for itself. So many awesome games I used to spend way too many coins at in my youth.,0
Day after Cyclone Oswald #SnapperRocks @ Snapper Rocks http://t.co/u8uOu1xS,0
"Oh so because Gillards boyfriend said it, it's a joke!! If Abbot said it she would want his resignation. http://t.co/3LbXvSA3",0
"I'm excited about challenging myself, especially because ATS is a dance language, improv style - read: my favourite kind of challenge. :)",0
"@crystalhefner Mary was just BEAUTIFUL.. Still such a sad shock, yet a beautiful soul who touched so many",0
Your cheap thrill can cost a life; stay home unless its absolutely necessary to go out. Stay out of pooled waters! Think safe,0
@FORTAFY foster yah and @Shanaevers in Robina today think it was i ain't no lesbos but gosh yah both are fricken hot,0
Two red futon sofas in great condition $200.00 Burleigh Heads http://t.co/ZB3BbEdb,0
I cannot breathe like this.,0
Haven't been out this way in a while. A decade? Naaaah!,0
Where's the gelatin?! #mkr #seven,0
@StaceyCanSpell is it supposed to be higher than last night?,0
"The fact this is Main Street and it is completely under water, scary http://t.co/SE4tLDUz",1
@dans_xo that sounds like heaven right now. Im lying under a fan trying to cool my body down. X,0
Thank God ! RT @couriermail: Issues affecting Telstra customers have been fixed. http://t.co/uuhMEexm,0
@ChristianAntho yeah. im excited to get my MacBook . 7 weeks without a laptop. it's hell,0
I really can't see myself being atheist.. -.- #ChristianForLife,0
I will vote for the political party that can offer me better riding weather.,0
@leannesarahc87 haha sorry about that. Ye I'm good. How you and the little 1 doing x,0
Just 9936 followers until I hit the 10000 mark! Come on guys #rally! #FF,0
THEY'RE THE ONES THAT STICK RIGHT IN YOUR EARS AND MAKE YOUR EARDRUMS EXPLODE,0
As long as him and alicia are okay and Alicia isn't all fucked up about it,0
@SlicKSaneL what did you do exactly?,0
I want to wear cute/cosy winter clothes. I just want it to be winter already,0
"@CycleBoomTime yep, u still have property in the flood zone ? #notpro",1
@abcwestqld such a state of contrasts ! #bigwet,0
@stujdale @JuliaGillard I 2nd that...it's bad enough up here without that insincere scrag romping around with camera crew in tow.,0
@pm_live the PM is looking fresh... Are the glasses covering cosmetic changes?,0
@scradballz who would hire you?,0
@tskellernsmith didn't venture into Level 5 Levuka tracks. Too wet. Plenty of fun elsewhere tho.,0
"Your all that i got, all i need. So im willing to say a thousand words put together... i love you.. i do... i love you~ :3",0
"@_aleeexsm the cyclone, tornado &amp; floods are coming your wat",1
@subtlericho @rowdiyates I'm voting for the budgie smuggler. But I dot like his chances.,0
Just spoke to my parents stuck in Aratula. 100's people stuck there trying to head north/south. Both directione cut off by water #qldfloods,1
FREE KING SIZE MATTRESS Main Beach http://t.co/tTMpl0Pn,0
@Dee0066 LOL -&gt;@UberFacts: A Swedish couple named their kid Brfxxccxxmnpcccclllmmnprxvclmnckssqlbb11116. The name is pronounced Albin.,0
"Id love an old IBM Selectric, but they only seem to have them in the US and $700 shipping seems a bit steep.",0
today's other most overblown headline #eerie as in #eerie_tim_mathieson,0
@flexgirl2 @Coalition_Man has the clown Mundine been KO'd yet?,0
@ParisHilton how many phones do blackberry supply you with Paris ?? I'm sure they won't mind too much !!! Like you can have what you want !,0
"When given the choice between being right and being kind, choose kind. Dr. Wayne Dyer",0
@ArianaGrande  Ariana please follow me! Love you heaps,0
Uh I just can't wait for @MileyCyrus 's new record!,0
When I was younger I never realized how depressing Forrest Gump actually is,0
@TheMikeOD I swear you're like Oprah sometimes,0
@JFerg95 'album artist' needs to be the same when sorting by album.,0
"#QandA returns on Monday, what a time to do so!! #auspol #theirabc",0
@crystallouu yeah because gyms aren't open in the rain.,0
HAHAHAHHAA I JUST SAW A POSTIE DRIVING ON HIS BIKE IN FRONT OF ME - made me laugh,0
@curdey unbelievable...imagine that kid's first day of school. 'How do you spell your name?',0
Disability Support Worker available for respite Elanora http://t.co/GicQkWeD,0
"couldn't find the usual MARCO POLO (black tea) #tea that i usually drink, so i'm tryin @ Black Pearl Epicure http://t.co/8PkUzIsw",0
@weyyheynouis  Ha ha ha I miss my first day,0
@Ben_Preece Have you seen Django yet? Have heard endlessly terrific reviews.,0
#indoor #balloon #nundah #brisbane  #australia @ Nundah http://t.co/x1mLWTt0,0
@OurOcean: Ever seen a horizontal waterfall? The tidal gorges in this new Australian National Park are amazing http://t.co/pV5qGHpk,0
@CHARLIEM0RGAN just letting you know you are still an absolute cunt. #softcunt,0
@JaeCurtis and if I already am following him?,0
"I'm at Sushi Station (Fortitude Valley, QLD) http://t.co/6eVpUGxN",0
"@CameronAtfield a fair point, I agree with that. Its all very tit for tat.",0
@suicidekun BUT THAT TWEETS STILL THERE I?????,0
Such a fun filled day at Aussie World. The Plunge and Red Back are both so much fun.  @ Aussie world http://t.co/ihgvMhKI,0
"@IqbalDanNial &amp; you are way smarter than me, iqbal =='",0
@Tigger_Xx i dont know ;_; i have no youtube for a month and its not working out so well.,0
"I'm at BMA Induction (Brisbane, Queensland) http://t.co/WCJ2Q4SQ",0
@7NewsBrisbane you are all doin an awesome job guys n girls.,0
I just ousted @yowiecoffee as the mayor of Yowie Coffee on @foursquare! http://t.co/wZahWzqy,0
@9NewsBrisbane unmentioned flood victims need your help!! http://t.co/wnFYdaZD,1
Double clicking icons on your iPhone #signsYourTired,0
Well we finally got some waves!  @ Sunshine Beach http://t.co/WPVSyifX,0
if you see this person please bury them http://t.co/2pazeISu,0
Nachos for dinner tonight. Having a late night coz we got back from the #creek late. Aircon on &amp; feeling #fresh after my wash! Winning!,0
....now he is saying he will stomp on our heads ....ackkkk may need to heli evacuated out of here!!!!,0
@Real_liam_payne if by chance u see this please follow me if you don't follow me it's ok I understand ur busy and get lots if tweets :D,0
@emmaparade hahaha I am aware of this. Nutella hearts and coffee?!,0
@baggygreen14 sounds good to me x,0
"@xyeahtony haha, big ups to my dad for being a crazy scottsman.",0
My set up second night in a row #powerout #storm #nowater #candlelight @ My Bedroom http://t.co/HdLScyQu,1
@frolieadeux I KNOW THEY CALLED MY DAD AND EVERYTHING AND HE WAS LIKE WELL YOU DID TELL HER TO,0
"Shit, that would've been some goal by Welbeck",0
Silence is the best reply to a fool ..,0
RT @inmoxiecated If youre spruiking Abbotts SES appearance: He was at Bne airport in a clean suit by 1.30pm. Cant have done any work,0
at the movies watching impossible,0
Reading this again in hopes of actually getting an A in English this term... #prideandprejudice @ mah crib http://t.co/4paXQotS,0
Thinking it was a good idea to watch the sopranos tonight. Now im infuriated. Livia Soprano is one crazy bitch #ciaranwatchessopranos,0
